Position(bp)  Rate(cM/Mb)     Map(cM)
   144753793     1.348782  164.092310
   144754697     1.195582  164.093530
   144755007     1.124283  164.093900
   144756038     1.121474  164.095060
   144757656     2.769855  164.096874
   144757769     2.796835  164.097187
   144759363     2.912509  164.101645
   144760372     2.754090  164.104584
   144760432     2.754386  164.104749
   144761212     1.154955  164.106898
   144764370     1.119105  164.110545
   144765354     0.786853  164.111646
   144765736     0.503969  164.111947
   144765806     0.289331  164.111982
   144767337     0.287064  164.112425
   144767449     0.284348  164.112457
   144767469     0.281210  164.112463
   144768721     0.281212  164.112815
   144769049     0.281175  164.112907
   144769342     0.281023  164.112989
   144773759     0.280941  164.114231
   144774492     0.279883  164.114437
   144774639     0.278960  164.114478
   144776751     0.278956  164.115067
   144779071     0.278986  164.115714
   144780094     0.279066  164.116000
   144780302     0.279096  164.116058
   144780483     0.279165  164.116108
   144782454     0.279194  164.116658
   144783306     0.279239  164.116896
   144785313     0.279604  164.117457
   144790144    19.883993  164.118807
   144793182    15.943787  164.179215
   144794278    15.057794  164.196689
   144794371    14.558130  164.198090
   144796344     2.768767  164.226813
   144797364     2.268343  164.229637
   144797464     0.572004  164.229864
   144798529     0.569210  164.230473
   144798840     0.567319  164.230650
   144798887     0.566054  164.230677
   144798896     0.564979  164.230682
   144799736     0.558244  164.231157
   144800631     0.554485  164.231656
   144803521     0.554650  164.233259
   144806132     0.483730  164.234707
   144808272     0.483730  164.235742
   144808602     0.973658  164.235902
   144811962     0.943219  164.239173
   144812168     0.925338  164.239367
   144813034     0.924240  164.240169
   144813065     0.924093  164.240197
   144813219     0.923386  164.240340
   144813487     0.923352  164.240587
   144813727     0.923307  164.240809
   144814053     0.923616  164.241110
   144814440     0.315459  164.241467
   144815121     0.345959  164.241682
   144815994     0.351896  164.241984
   144816032     0.353845  164.241997
   144816043     0.355862  164.242001
   144816214     0.350997  164.242062
   144816553     0.331710  164.242181
   144816717     0.317999  164.242236
   144817905     0.315718  164.242613
   144820835     0.316249  164.243538
   144820847     0.316083  164.243542
   144822545     0.316256  164.244079
   144823010     0.390123  164.244226
   144824062     0.447670  164.244636
   144824697     0.557505  164.244921
   144824815     0.718241  164.244986
   144826132     0.958161  164.245932
   144827721     0.720484  164.247455
   144829929     0.818948  164.249046
   144830831     0.928812  164.249784
   144831707     1.015910  164.250598
   144832241     1.991930  164.251141
   144832526     2.027282  164.251708
   144832648     1.167973  164.251956
   144833302     1.131741  164.252719
   144834247     1.131640  164.253789
   144834335     1.129415  164.253888
   144834365     1.128608  164.253922
   144834765     1.127789  164.254374
   144834860     1.127724  164.254481
   144835306     1.127582  164.254984
   144835662     1.126901  164.255385
   144836786     1.124814  164.256652
   144837859     1.120603  164.257859
   144837942     1.115637  164.257952
   144838225     1.104922  164.258268
   144838597     1.096010  164.258679
   144839992     1.190358  164.260208
   144840386     1.263188  164.260677
   144840435     1.327407  164.260738
   144840590     1.357064  164.260944
   144841177     1.365927  164.261741
   144841742     0.614982  164.262513
   144842518     0.582201  164.262990
   144842587     0.547883  164.263030
   144843082     0.542109  164.263301
   144843486     0.674055  164.263520
   144844173    26.754544  164.263983
   144845684     0.183994  164.304409
   144845991     0.179647  164.304466
   144847288     0.179533  164.304699
   144847451     0.179598  164.304728
   144850531     0.179716  164.305281
   144853578     0.179966  164.305829
   144857162     0.180734  164.306474
   144858373     0.231770  164.306693
   144858887     0.180501  164.306812
   144860710     0.180421  164.307141
   144860995     0.180308  164.307192
   144862408     0.179381  164.307447
   144863336     0.179352  164.307614
   144864913     0.179525  164.307896
   144864937     0.179508  164.307901
   144865007     0.177847  164.307913
   144865277     0.176185  164.307961
   144870210     0.190555  164.308830
   144870585     0.214776  164.308902
   144872096     0.313227  164.309226
   144872409     0.373610  164.309324
   144873091     0.458827  164.309579
   144873704     0.649823  164.309861
   144875448     1.119608  164.310994
   144879113     1.999887  164.315097
   144879512     1.544796  164.315895
   144879669     1.081350  164.316138
   144879731     1.080456  164.316205
   144881342     0.995493  164.317945
   144881368     0.924979  164.317971
   144882721     0.923092  164.319223
   144883233     0.922803  164.319695
   144883958     2.722646  164.320364
   144884837     2.924729  164.322758
   144885011     3.111274  164.323266
   144888079     4.604427  164.332812
   144888977     7.873309  164.336947
   144889183    14.948108  164.338569
   144894271    13.202881  164.414625
   144895416    10.924100  164.429742
   144895587     9.475526  164.431610
   144898273     9.109023  164.457061
   144904252     5.195553  164.511524
   144905744     4.862442  164.519276
   144907394     1.047443  164.527299
   144909301     1.049222  164.529296
   144911840     1.056104  164.531960
   144914377     1.066519  164.534640
   144914721     1.075073  164.535006
   144915235     1.077872  164.535559
   144915261     1.081874  164.535587
   144920034     1.250559  164.540751
   144920620     1.423782  164.541484
   144921020     1.307973  164.542053
   144923522     1.308705  164.545326
   144924377     2.350081  164.546445
   144925368     2.457537  164.548774
   144926866     3.997438  164.552455
   144927296     8.234676  164.554174
   144929509     8.294360  164.572397
   144929551     8.315966  164.572746
   144930456     8.319131  164.580272
   144930890     5.550388  164.583882
   144931972     2.379843  164.589888
   144932023     1.805086  164.590009
   144933035     1.007082  164.591836
   144933642     0.969554  164.592447
   144933860     0.960027  164.592658
   144936514     0.992802  164.595206
   144937616     1.032597  164.596300
   144937689     1.053484  164.596376
   144938850     0.916181  164.597599
   144939120     0.724631  164.597846
   144942548     0.839100  164.600330
   144943004     0.883727  164.600713
   144943047     0.928537  164.600751
   144944025     0.964766  164.601659
   144944544     0.970917  164.602160
   144946082     1.042670  164.603653
   144946138     1.120070  164.603711
   144946209     1.191881  164.603791
   144946469     1.300775  164.604101
   144946775     1.485540  164.604499
   144947131     1.627753  164.605028
   144947647     2.265637  164.605868
   144947718     3.204590  164.606028
   144947835     2.941869  164.606403
   144949191     0.945592  164.610392
   144949604     0.943307  164.610783
   144951460     0.935053  164.612534
   144951946     0.814481  164.612988
   144952937     0.813521  164.613795
   144955839    31.133478  164.616156
   144958363    31.133478  164.694737
   144958366    31.133478  164.694831
   144958900    31.133478  164.711456
   144958922    31.133478  164.712141
   144959353    31.135859  164.725559
   144959689    31.135859  164.736021
   144961022     7.804610  164.777525
   144964996     1.524250  164.808541
   144965851     0.299068  164.809844
   144966902     0.295249  164.810158
   144969199     0.876797  164.810836
   144969228     1.587534  164.810862
   144969541     0.878820  164.811359
   144970736     0.160938  164.812409
   144971356     0.136454  164.812509
   144971395     0.126371  164.812514
   144974214     0.129552  164.812870
   144974437     0.132691  164.812899
   144980260     0.148940  164.813672
   144980355     0.168409  164.813686
   144981339     0.157416  164.813852
   144981400     0.142600  164.813861
   144982851     0.142400  164.814068
   144982975     0.138168  164.814086
   144983236     0.136176  164.814122
   144984195     0.136189  164.814252
   144984818     0.201880  164.814337
   144984988     0.758572  164.814372
   144985871     0.097793  164.815041
   144986864     0.097688  164.815138
   144987068     0.104913  164.815158
   144988135     0.103735  164.815270
   144990234     0.104954  164.815488
   144990289     0.109153  164.815494
   144990964     0.162569  164.815568
   144993557     0.319859  164.815989
   144994090     0.289641  164.816160
   144994139     0.252510  164.816174
   144994260     0.179543  164.816204
   144995893     0.177106  164.816497
   144997427     0.222878  164.816769
   144997635     0.313861  164.816816
   144999896     0.580709  164.817525
   145002975     0.778781  164.819313
   145003708     0.853770  164.819884
   145004093     1.354667  164.820213
   145005304     0.777119  164.821853
   145005630     0.707179  164.822107
   145007109     0.704170  164.823152
   145007447     1.439546  164.823390
   145007497    45.685925  164.823462
   145008384    49.860509  164.863986
   145010869    49.860509  164.987889
   145011215    49.860509  165.005141
   145012020     8.974051  165.045279
   145012066     8.974051  165.045691
   145012085     8.974051  165.045862
